City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,arraial do cabo,-22.9661,-42.0278,24.110000000000014,91,100,3.32,BR,1675307374
1,bluff,-46.6,168.3333,17.980000000000018,92,85,5.69,NZ,1675306989
2,ribeira grande,38.5167,-28.7,12.100000000000023,81,20,1.79,PT,1675307010
3,hobart,-42.8794,147.3294,18.920000000000016,48,75,9.26,AU,1675306971
4,mataura,-46.1927,168.8643,22.04000000000002,76,100,1.91,NZ,1675306959
5,tutoia,-2.7619,-42.2744,26.129999999999995,85,100,4.43,BR,1675307375
6,pevek,69.7008,170.3133,-22.159999999999968,95,21,0.46,RU,1675307021
7,hithadhoo,-0.6,73.0833,26.840000000000032,77,43,4.35,MV,1675307012
8,jasdan,22.0333,71.2,16.610000000000014,30,40,5.68,IN,1675307375
9,severo-kurilsk,50.6789,156.125,-4.2999999999999545,65,44,3.88,RU,1675307338
10,antalaha,-14.9003,50.2788,23.879999999999995,92,43,3.07,MG,1675307376
11,sobreira,41.5237,-7.8023,2.75,88,0,2.23,PT,1675307376
12,hofn,64.2539,-15.2082,-2.3700000000000045,75,93,5.68,IS,1675307377
13,mar del plata,-38.0023,-57.5575,21.720000000000027,81,0,3.6,AR,1675306812
14,mahebourg,-20.4081,57.7,25.700000000000045,88,40,1.54,MU,1675307015
15,ushuaia,-54.8,-68.3,12.810000000000002,67,40,4.63,AR,1675306888
16,den helder,52.9599,4.7593,7.7900000000000205,94,75,12.07,NL,1675307377
17,westport,41.1415,-73.3579,-0.0999999999999659,51,0,3.09,US,1675306986
18,rikitea,-23.1203,-134.9692,26.420000000000016,77,7,6.13,PF,1675306948
19,alofi,-19.0595,-169.9187,27.939999999999998,78,100,6.69,NU,1675306969
20,ferrol,43.4832,-8.2369,6.860000000000014,83,1,4.51,ES,1675307378
21,sale,34.0389,-6.8166,9.800000000000011,100,0,0.0,MA,1675307378
22,havre-saint-pierre,50.2334,-63.5986,-19.799999999999983,77,40,3.09,CA,1675307379
23,geraldton,-28.7667,114.6,38.23000000000002,19,0,7.2,AU,1675306960
24,comodoro rivadavia,-45.8667,-67.5,13.920000000000016,47,0,3.09,AR,1675307066
25,taltal,-25.4,-70.4833,20.57000000000005,85,40,0.76,CL,1675307379
26,tura,25.5198,90.2201,20.710000000000036,31,16,0.84,IN,1675307067
27,carnarvon,-24.8667,113.6333,31.79000000000002,53,37,4.35,AU,1675307006
28,busselton,-33.65,115.3333,25.02000000000004,36,97,6.27,AU,1675306955
29,airai,-8.9266,125.4092,22.25,72,98,1.64,TL,1675306973
30,vaini,-21.2,-175.2,29.090000000000032,74,75,6.17,TO,1675307004
31,cape town,-33.9258,18.4232,18.28000000000003,71,0,4.02,ZA,1675307380
32,ganzhou,28.8184,115.4327,8.120000000000005,56,100,3.44,CN,1675307380
33,tutayev,57.8853,39.5406,-8.879999999999995,98,93,2.42,RU,1675307381
34,meulaboh,4.1363,96.1285,27.370000000000005,67,76,1.58,ID,1675307107
35,port lincoln,-34.7333,135.8667,19.129999999999995,66,65,13.3,AU,1675306994
36,ola,59.5833,151.2833,-8.810000000000002,90,97,2.36,RU,1675307381
37,torbay,47.6666,-52.7314,-11.449999999999989,84,20,2.06,CA,1675307122
38,saldanha,-33.0117,17.9442,15.03000000000003,88,0,7.96,ZA,1675307009
39,tuktoyaktuk,69.4541,-133.0374,-36.99999999999997,67,75,2.06,CA,1675306991
40,faanui,-16.4833,-151.75,27.79000000000002,76,44,8.15,PF,1675307063
41,san carlos de bariloche,-41.1456,-71.3082,17.860000000000014,42,0,7.2,AR,1675307138
42,kavieng,-2.5744,150.7967,29.860000000000014,61,97,3.25,PG,1675306980
43,beringovskiy,63.05,179.3167,-5.839999999999975,96,100,4.32,RU,1675307078
44,ust-barguzin,53.45,108.9833,-14.669999999999959,92,100,0.76,RU,1675307382
45,quatre cocos,-20.2078,57.7625,25.610000000000014,81,33,4.47,MU,1675306956
46,senanga,-16.1167,23.2667,18.650000000000034,97,100,1.2,ZM,1675307383
47,bredasdorp,-34.5322,20.0403,17.03000000000003,82,9,1.22,ZA,1675306951
48,dikson,73.5069,80.5464,-20.99999999999997,94,95,3.36,RU,1675307025
49,new norfolk,-42.7826,147.0587,18.730000000000018,42,99,2.24,AU,1675306962
50,zhezkazgan,47.8043,67.7144,-14.009999999999991,85,100,7.0,KZ,1675307384
51,port hardy,50.6996,-127.4199,5.100000000000023,87,100,9.26,CA,1675306974
52,cherskiy,68.75,161.3,-20.94999999999999,99,98,1.46,RU,1675306981
53,birjand,32.8663,59.2211,1.2600000000000477,100,100,3.09,IR,1675307384
54,kahului,20.8947,-156.47,25.54000000000002,83,20,3.09,US,1675307027
55,albany,42.6001,-73.9662,-6.819999999999993,66,10,3.0,US,1675306801
56,menongue,-14.6585,17.691,16.79000000000002,93,100,1.16,AO,1675307385
57,elko,41.0002,-115.5012,-11.989999999999952,72,82,0.89,US,1675307385
58,santa rosalia,27.3167,-112.2833,11.25,76,6,2.01,MX,1675307093
